id,idade,nomeJogador,nacionalidade,nomeClube
146530,35,19 DANI ALVES,BRAZIL,PARIS SAINT-GERMAIN
193747,28,KOKE,SPAIN,ATLÉTICO MADRID
208722,28,S. MANÉ,SENEGAL,LIVERPOOL
193283,28,T. DELANEY,DENMARK,BORUSSIA DORTMUND
215071,32,M. CASCO,ARGENTINA,RIVER PLATE
172522,31,D. WASS,DENMARK,VALENCIA CF
209297,27,FRED,BRAZIL,MANCHESTER UNITED
223697,25,R. GOSENS,GERMANY,ATALANTA
188545,31,R. LEWANDOWSKI,POLAND,FC BAYERN MÜNCHEN
135507,35,FERNANDINHO,BRAZIL,MANCHESTER CITY
209989,27,T. PARTEY,GHANA,ATLÉTICO MADRID
177413,31,A. WITSEL,BELGIUM,BORUSSIA DORTMUND
210243,26,RICARDO PEREIRA,PORTUGAL,LEICESTER CITY
205070,28,PORTU,SPAIN,REAL SOCIEDAD
211117,24,D. ALLI,ENGLAND,TOTTENHAM HOTSPUR
226161,25,MARCOS LLORENTE,SPAIN,ATLÉTICO MADRID
193165,27,J. CORONA,MEXICO,FC PORTO
188377,30,K. WALKER,ENGLAND,MANCHESTER CITY
228702,23,F. DE JONG,NETHERLANDS,FC BARCELONA
219683,25,C. TOLISSO,FRANCE,FC BAYERN MÜNCHEN
210035,24,GRIMALDO,SPAIN,SL BENFICA
171579,33,RAÚL GARCÍA,SPAIN,ATHLETIC CLUB DE BILBAO
3647,34,12 M. BALLACK,GERMANY,BAYER 04 LEVERKUSEN
180206,30,M. PJANIĆ,BOSNIA HERZEGOVINA,FC BARCELONA
169195,32,RENATO AUGUSTO,BRAZIL,BEIJING SINOBO GUOAN FC
162347,33,JOÃO MOUTINHO,PORTUGAL,WOLVERHAMPTON WANDERERS
189509,29,THIAGO,SPAIN,LIVERPOOL
193082,32,J. CUADRADO,COLOMBIA,JUVENTUS
173210,31,19 C. MARCHISIO,ITALY,JUVENTUS
215998,30,I. FERNÁNDEZ,ARGENTINA,RIVER PLATE
191043,29,ALEX SANDRO,BRAZIL,JUVENTUS
225193,24,MERINO,SPAIN,REAL SOCIEDAD
189125,30,G. BONAVENTURA,ITALY,FIORENTINA
216352,27,M. BROZOVIĆ,CROATIA,INTER
190871,28,NEYMAR JR,BRAZIL,PARIS SAINT-GERMAIN
199914,29,ALLAN,BRAZIL,EVERTON
239053,21,F. VALVERDE,URUGUAY,REAL MADRID
212886,25,W. CYPRIEN,FRANCE,OGC NICE
139997,36,19 D. SRNA,CROATIA,CAGLIARI
212523,26,ANDERSON TALISCA,BRAZIL,GUANGZHOU EVERGRANDE TAOBAO FC
192638,29,MARCOS ALONSO,SPAIN,CHELSEA
226226,24,G. LO CELSO,ARGENTINA,TOTTENHAM HOTSPUR
202126,26,H. KANE,ENGLAND,TOTTENHAM HOTSPUR
210514,26,JOÃO CANCELO,PORTUGAL,MANCHESTER CITY
183512,30,YURI BERCHICHE,SPAIN,ATHLETIC CLUB DE BILBAO
209499,26,FABINHO,BRAZIL,LIVERPOOL
221363,23,D. VAN DE BEEK,NETHERLANDS,MANCHESTER UNITED
199042,31,C. ARÁNGUIZ,CHILE,BAYER 04 LEVERKUSEN
189513,31,PAREJO,SPAIN,VILLARREAL CF
146536,34,JESÚS NAVAS,SPAIN,SEVILLA FC
215914,29,N. KANTÉ,FRANCE,CHELSEA
183898,32,A. DI MARÍA,ARGENTINA,PARIS SAINT-GERMAIN
199556,27,M. VERRATTI,ITALY,PARIS SAINT-GERMAIN
187457,33,19 C. NOBOA,ECUADOR,
138412,34,J. MILNER,ENGLAND,LIVERPOOL
197965,30,PIZZI,PORTUGAL,SL BENFICA
208141,26,GABRIEL,BRAZIL,SL BENFICA
210008,25,A. RABIOT,FRANCE,JUVENTUS
230767,22,RENATO SANCHES,PORTUGAL,LOSC LILLE
216189,28,CAPA,SPAIN,ATHLETIC CLUB DE BILBAO
186345,29,K. TRIPPIER,ENGLAND,ATLÉTICO MADRID
230658,23,ARTHUR,BRAZIL,JUVENTUS
171875,31,C. ERKIN,TURKEY,FENERBAHÇE SK
178562,32,E. BANEGA,ARGENTINA,AL SHABAB
210896,25,M. SANSON,FRANCE,OLYMPIQUE DE MARSEILLE
167305,31,17 J. VARGAS,PERU,REAL BETIS
240699,23,N. DE LA CRUZ,URUGUAY,RIVER PLATE
186942,29,I. GÜNDOĞAN,GERMANY,MANCHESTER CITY
171877,32,M. HAMŠÍK,SLOVAKIA,DALIAN YIFANG FC
229788,29,RUBÉN ALCARAZ,SPAIN,REAL VALLADOLID CF
224293,23,RÚBEN NEVES,PORTUGAL,WOLVERHAMPTON WANDERERS
231969,27,R. MALINOVSKYI,UKRAINE,ATALANTA
13743,36,17 S. GERRARD,ENGLAND,LA GALAXY
211110,26,P. DYBALA,ARGENTINA,JUVENTUS
181458,31,I. PERIŠIĆ,CROATIA,INTER
220651,23,ANGELIÑO,SPAIN,RB LEIPZIG
162240,32,M. DEMBÉLÉ,BELGIUM,GUANGZHOU R&F FC
207439,26,L. PAREDES,ARGENTINA,PARIS SAINT-GERMAIN
251573,22,RENAN LODI,BRAZIL,ATLÉTICO MADRID
182521,30,T. KROOS,GERMANY,REAL MADRID
225375,23,K. LAIMER,AUSTRIA,RB LEIPZIG
231677,22,M. RASHFORD,ENGLAND,MANCHESTER UNITED
170890,33,B. MATUIDI,FRANCE,INTER MIAMI
201519,27,J. VERETOUT,FRANCE,ROMA
209889,26,R. GUERREIRO,PORTUGAL,BORUSSIA DORTMUND
156519,30,H. HERRERA,MEXICO,ATLÉTICO MADRID
231747,21,K. MBAPPÉ,FRANCE,PARIS SAINT-GERMAIN
188350,31,M. REUS,GERMANY,BORUSSIA DORTMUND
121939,32,17 P. LAHM,GERMANY,FC BAYERN MÜNCHEN
235008,23,L. ROBERTONE,ARGENTINA,VÉLEZ SARSFIELD
190286,29,CANALES,SPAIN,REAL BETIS
227813,23,O. ZINCHENKO,UKRAINE,MANCHESTER CITY
201455,27,G. KONDOGBIA,CENTRAL AFRICAN REPUBLIC,VALENCIA CF
179813,32,20 E. CAVANI,URUGUAY,PARIS SAINT-GERMAIN
168651,32,I. RAKITIĆ,CROATIA,SEVILLA FC
216393,23,Y. TIELEMANS,BELGIUM,LEICESTER CITY
164169,32,19 FILIPE LUÍS,BRAZIL,ATLÉTICO MADRID
228618,25,F. MENDY,FRANCE,REAL MADRID
188152,28,OSCAR,BRAZIL,SHANGHAI SIPG FC
157960,32,19 MANUEL FERNANDES,PORTUGAL,LOKOMOTIV MOSCOW
203535,24,20 T. VILHENA,NETHERLANDS,
191740,30,ANDER HERRERA,SPAIN,PARIS SAINT-GERMAIN
135455,33,16 MAICON,BRAZIL,ROMA
236108,24,ESTEVÃO BALDEIRO,BRAZIL,FLAMENGO
207410,26,M. KOVAČIĆ,CROATIA,CHELSEA
203843,32,D. SUÁREZ,URUGUAY,GETAFE CF
148224,32,16 RAÚL MEIRELES,PORTUGAL,FENERBAHÇE SK
214097,26,B. BOURIGEAUD,FRANCE,STADE RENNAIS FC
188337,29,M. WAKASO,GHANA,JIANGSU SUNING FC
189362,33,HULK,BRAZIL,SHANGHAI SIPG FC
204963,28,CARVAJAL,SPAIN,REAL MADRID
230256,28,ADRYAN ZONTA,BRAZIL,SÃO PAULO
230938,23,F. KESSIÉ,IVORY COAST,MILAN
198164,30,JONATHAN VIERA,SPAIN,BEIJING SINOBO GUOAN FC
190875,33,J. KUCKA,SLOVAKIA,PARMA
224232,23,N. BARELLA,ITALY,INTER
202371,28,T. MEUNIER,BELGIUM,BORUSSIA DORTMUND
213565,24,T. LEMAR,FRANCE,ATLÉTICO MADRID
225663,24,A. GOLOVIN,RUSSIA,AS MONACO
173474,32,Z. JUNUZOVIĆ,AUSTRIA,FC RED BULL SALZBURG
196432,34,E. PÉREZ,ARGENTINA,RIVER PLATE
206511,26,M. ARNOLD,GERMANY,VFL WOLFSBURG
183394,30,M. SISSOKO,FRANCE,TOTTENHAM HOTSPUR
146562,35,SANTI CAZORLA,SPAIN,
200104,27,H. SON,KOREA REPUBLIC,TOTTENHAM HOTSPUR
193352,27,R. RODRÍGUEZ,SWITZERLAND,TORINO
178415,32,R. VORMER,NETHERLANDS,CLUB BRUGGE KV
216267,26,A. ROBERTSON,SCOTLAND,LIVERPOOL
188427,34,S. LULIĆ,BOSNIA HERZEGOVINA,LAZIO
237239,24,E. BARDHI,NORTH MACEDONIA,LEVANTE UD
205069,27,JUAN BERNAT,SPAIN,PARIS SAINT-GERMAIN
218667,25,BERNARDO SILVA,PORTUGAL,MANCHESTER CITY
215449,24,R. SKOV,DENMARK,TSG 1899 HOFFENHEIM
235212,21,A. HAKIMI,MOROCCO,INTER
214047,29,M. URIBE,COLOMBIA,FC PORTO
189271,29,F. COQUELIN,FRANCE,VILLARREAL CF
226790,23,W. NDIDI,NIGERIA,LEICESTER CITY
196147,34,G. MORENO,COLOMBIA,SHANGHAI GREENLAND SHENHUA FC
186561,29,A. RAMSEY,WALES,JUVENTUS
204838,29,R. JIMÉNEZ,MEXICO,WOLVERHAMPTON WANDERERS
184943,31,19 RAMIRES,BRAZIL,JIANGSU SUNING FC
186832,31,K. ASAMOAH,GHANA,INTER
208830,33,J. VARDY,ENGLAND,LEICESTER CITY
234906,22,H. AOUAR,FRANCE,OLYMPIQUE LYONNAIS
198784,26,A. OXLADE-CHAMBERLAIN,ENGLAND,LIVERPOOL
232411,22,C. NKUNKU,FRANCE,RB LEIPZIG
153079,32,S. AGÜERO,ARGENTINA,MANCHESTER CITY
173771,35,L. PISZCZEK,POLAND,BORUSSIA DORTMUND
247030,26,P. ŠEVČÍK,CZECH REPUBLIC,SK SLAVIA PRAHA
178424,33,ANTUNES,PORTUGAL,SPORTING CP
189596,30,T. MÜLLER,GERMANY,FC BAYERN MÜNCHEN
184200,31,M. ARNAUTOVIĆ,AUSTRIA,SHANGHAI SIPG FC
193738,30,Y. BELHANDA,MOROCCO,GALATASARAY SK
146954,33,18 GABI,SPAIN,ATLÉTICO MADRID
170368,28,E. LAMELA,ARGENTINA,TOTTENHAM HOTSPUR
190815,30,D. BLIND,NETHERLANDS,AJAX
231478,22,L. MARTÍNEZ,ARGENTINA,INTER
212501,25,L. DENDONCKER,BELGIUM,WOLVERHAMPTON WANDERERS
197083,32,D. CALIGIURI,ITALY,FC AUGSBURG
210665,28,M. HALSTENBERG,GERMANY,RB LEIPZIG
53405,34,17 MAXWELL,BRAZIL,PARIS SAINT-GERMAIN
190972,29,E. SALVIO,ARGENTINA,BOCA JUNIORS
202562,27,J. ROUSSILLON,FRANCE,VFL WOLFSBURG
2492,33,18 ELISEU,PORTUGAL,SL BENFICA
195861,28,19 Y. RAKITSKYI,UKRAINE,SHAKHTAR DONETSK
184999,30,20 MAURÍCIO,BRAZIL,PAOK
211748,26,K. DEMIRBAY,GERMANY,BAYER 04 LEVERKUSEN
199304,28,DANILO,BRAZIL,JUVENTUS
203376,28,V. VAN DIJK,NETHERLANDS,LIVERPOOL
205498,28,JORGINHO,ITALY,CHELSEA
189177,28,J. FLECK,SCOTLAND,SHEFFIELD UNITED
234396,19,A. DAVIES,CANADA,FC BAYERN MÜNCHEN
202652,25,R. STERLING,ENGLAND,MANCHESTER CITY
165153,32,K. BENZEMA,FRANCE,REAL MADRID
208461,29,M. DE ROON,NETHERLANDS,ATALANTA
190717,30,M. ANTONIO,ENGLAND,WEST HAM UNITED
238359,22,WENDEL,BRAZIL,SPORTING CP
240679,22,T. KOOPMEINERS,NETHERLANDS,AZ ALKMAAR
173909,33,K. BOATENG,GHANA,AC MONZA
193198,28,N. GUDELJ,SERBIA,SEVILLA FC
205569,25,J. WARD-PROWSE,ENGLAND,SOUTHAMPTON
171688,30,19 FÁBIO COENTRÃO,PORTUGAL,RIO AVE FC
171897,33,A. GUARDADO,MEXICO,REAL BETIS
203486,27,T. HAZARD,BELGIUM,BORUSSIA DORTMUND
239231,21,CUCURELLA,SPAIN,GETAFE CF
190674,29,B. ANDRÉ,FRANCE,LOSC LILLE
216475,32,MORALES,SPAIN,LEVANTE UD
12265,30,12 O. HARGREAVES,ENGLAND,MANCHESTER CITY
169051,32,19 F. GUARÍN,COLOMBIA,SHANGHAI GREENLAND SHENHUA FC
183277,29,E. HAZARD,BELGIUM,REAL MADRID
226271,24,FABIÁN,SPAIN,NAPOLI
216594,26,N. FEKIR,FRANCE,REAL BETIS
208808,28,Q. PROMES,NETHERLANDS,AJAX
10535,34,15 XAVI,SPAIN,FC BARCELONA
187072,31,L. STINDL,GERMANY,BORUSSIA MÖNCHENGLADBACH
189242,28,COUTINHO,BRAZIL,FC BARCELONA
184941,31,A. SÁNCHEZ,CHILE,INTER
240754,24,Y. ATAL,ALGERIA,OGC NICE
223959,24,L. TORREIRA,URUGUAY,ARSENAL
193525,29,MÁRIO FERNANDES,RUSSIA,PFC CSKA MOSCOW
230183,20,GAZZOLISCO,BRAZIL,INTERNACIONAL
228251,24,L. PELLEGRINI,ITALY,ROMA
214997,25,A. CORREA,ARGENTINA,ATLÉTICO MADRID
212404,26,F. BERNARDESCHI,ITALY,JUVENTUS
192318,27,20 M. GÖTZE,GERMANY,BORUSSIA DORTMUND
198710,28,J. RODRÍGUEZ,COLOMBIA,EVERTON
230251,20,MELVIN PARRELA,BRAZIL,CORITIBA
222665,21,M. ØDEGAARD,NORWAY,REAL MADRID
230481,28,RONALDO CABRAIS,BRAZIL,GRÊMIO
200610,27,K. VOLLAND,GERMANY,AS MONACO
192598,30,AI KESEN,CHINA PR,GUANGZHOU EVERGRANDE TAOBAO FC
208670,27,H. ZIYECH,MOROCCO,CHELSEA
211256,27,N. TAGLIAFICO,ARGENTINA,AJAX
201262,29,V. DARIDA,CZECH REPUBLIC,HERTHA BSC
202556,26,M. DEPAY,NETHERLANDS,OLYMPIQUE LYONNAIS
211241,28,RUBÉN PEÑA,SPAIN,VILLARREAL CF
186190,29,P. VAN AANHOLT,NETHERLANDS,CRYSTAL PALACE
181783,33,20 M. MANDŽUKIĆ,CROATIA,JUVENTUS
199564,28,SERGI ROBERTO,SPAIN,FC BARCELONA
211688,25,GAYÀ,SPAIN,VALENCIA CF
221832,25,L. OLAZA,URUGUAY,RC CELTA
231866,24,RODRI,SPAIN,MANCHESTER CITY
200949,27,LUCAS MOURA,BRAZIL,TOTTENHAM HOTSPUR
202642,28,FERNANDO,BRAZIL,BEIJING SINOBO GUOAN FC
186395,30,M. RITCHIE,SCOTLAND,NEWCASTLE UNITED
183498,35,M. PAROLO,ITALY,LAZIO
201953,30,J. SÁNCHEZ MIÑO,ARGENTINA,ELCHE CF
218868,30,A. SILVA,URUGUAY,OLIMPIA ASUNCIÓN
173306,33,C. ANSALDI,ARGENTINA,TORINO
190460,28,C. ERIKSEN,DENMARK,INTER
172962,29,V. MOSES,NIGERIA,CHELSEA
225646,29,C. MAYADA,URUGUAY,ATLÉTICO DE SAN LUIS
213874,28,THIAGO MENDES,BRAZIL,OLYMPIQUE LYONNAIS
199823,27,CAMPAÑA,SPAIN,LEVANTE UD
237183,24,M. ROJAS,PARAGUAY,RACING CLUB
204472,28,B. SARR,FRANCE,OLYMPIQUE DE MARSEILLE
208364,27,CLINTON MATA,ANGOLA,CLUB BRUGGE KV
23972,32,11 DÉDÉ,BRAZIL,BORUSSIA DORTMUND
230337,32,ANDESON TRIGO,BRAZIL,FLUMINENSE
237238,23,S. MCTOMINAY,SCOTLAND,MANCHESTER UNITED
233927,22,LUCAS PAQUETÁ,BRAZIL,MILAN
231943,23,RICHARLISON,BRAZIL,EVERTON
193474,30,I. GUEYE,SENEGAL,PARIS SAINT-GERMAIN
222492,24,L. SANÉ,GERMANY,FC BAYERN MÜNCHEN
208450,24,ANDREAS PEREIRA,BRAZIL,MANCHESTER UNITED
195479,28,J. TAVERNIER,ENGLAND,RANGERS FC
167943,33,20 Y. CABAYE,FRANCE,AS SAINT-ÉTIENNE
241096,20,S. TONALI,ITALY,MILAN
154950,36,Y. ZHIRKOV,RUSSIA,
221000,29,B. NDIAYE,SENEGAL,FATIH KARAGÜMRÜK S.K.
199416,30,IBAI GÓMEZ,SPAIN,ATHLETIC CLUB DE BILBAO
53302,35,20 D. DE ROSSI,ITALY,BOCA JUNIORS
204539,30,L. ADVÍNCULA,PERU,RAYO VALLECANO
230065,23,S. SERDAR,GERMANY,FC SCHALKE 04
235569,23,T. NDOMBELE,FRANCE,TOTTENHAM HOTSPUR
212194,24,J. BRANDT,GERMANY,BORUSSIA DORTMUND
135475,33,17 FELIPE MELO,BRAZIL,INTER
210950,31,20 P. DE BLASIS,ARGENTINA,SD EIBAR
189251,30,S. RUDY,GERMANY,FC SCHALKE 04
205678,30,E. VIŠĆA,BOSNIA HERZEGOVINA,MEDIPOL BAŞAKŞEHIR FK
176266,33,LUCAS LEIVA,BRAZIL,LAZIO
205686,28,T. SAVANIER,FRANCE,MONTPELLIER HSC
197242,30,G. KRYCHOWIAK,POLAND,LOKOMOTIV MOSCOW
152908,34,A. YOUNG,ENGLAND,INTER
210406,26,P. ZIELIŃSKI,POLAND,NAPOLI
197781,28,ISCO,SPAIN,REAL MADRID
199451,29,W. BEN YEDDER,FRANCE,AS MONACO
177553,34,VIEIRINHA,PORTUGAL,PAOK
184949,33,20 MARIANO,BRAZIL,GALATASARAY SK
206651,31,ROBERTO TORRES,SPAIN,CA OSASUNA
143121,35,J. SOSA,ARGENTINA,FENERBAHÇE SK
224031,27,A. MARUŠIĆ,MONTENEGRO,LAZIO
204105,28,K. LALA,FRANCE,RC STRASBOURG ALSACE
172233,33,P. HETEMAJ,FINLAND,BENEVENTO
230965,24,N. NÁNDEZ,URUGUAY,CAGLIARI
230360,20,EVERTICINHO,BRAZIL,GRÊMIO
220971,25,N. KEÏTA,GUINEA,LIVERPOOL
222509,23,DANI CEBALLOS,SPAIN,ARSENAL
216380,24,D. SINKGRAVEN,NETHERLANDS,BAYER 04 LEVERKUSEN
190059,28,S. ZUBER,SWITZERLAND,EINTRACHT FRANKFURT
1256,37,14 C. SEEDORF,NETHERLANDS,BOTAFOGO
201400,27,RAFINHA,BRAZIL,FC BARCELONA
201982,30,J. SCHMID,FRANCE,SC FREIBURG
208618,29,LUCAS VÁZQUEZ,SPAIN,REAL MADRID
245301,32,L. BAEZO,URUGUAY,
204970,27,F. THAUVIN,FRANCE,OLYMPIQUE DE MARSEILLE
192883,31,H. MKHITARYAN,ARMENIA,ROMA
234568,21,GEDSON FERNANDES,PORTUGAL,TOTTENHAM HOTSPUR
193301,29,A. LACAZETTE,FRANCE,ARSENAL
170370,30,J. DOS SANTOS,MEXICO,LA GALAXY
197853,27,S. AURIER,IVORY COAST,TOTTENHAM HOTSPUR
184432,30,AZPILICUETA,SPAIN,CHELSEA
189681,29,RAFAEL,BRAZIL,MEDIPOL BAŞAKŞEHIR FK
223874,25,V. RONGIER,FRANCE,OLYMPIQUE DE MARSEILLE
236792,25,T. SOUČEK,CZECH REPUBLIC,WEST HAM UNITED
210881,25,J. MCGINN,SCOTLAND,ASTON VILLA
222390,24,UNAI LÓPEZ,SPAIN,ATHLETIC CLUB DE BILBAO
54050,34,W. ROONEY,ENGLAND,DERBY COUNTY
163699,36,S. SESSÈGNON,BENIN,GENÇLERBIRLIĞI SK
205407,28,D. BASELLI,ITALY,TORINO
187735,30,A. DZAGOEV,RUSSIA,PFC CSKA MOSCOW
224158,23,S. AMRABAT,MOROCCO,FIORENTINA
199434,31,D. TADIĆ,SERBIA,AJAX
20289,35,19 Y. TOURÉ,IVORY COAST,OLYMPIACOS CFP
198329,29,RODRIGO,SPAIN,LEEDS UNITED
189280,30,A. WESTWOOD,ENGLAND,BURNLEY
224458,23,DIOGO JOTA,PORTUGAL,LIVERPOOL
234457,24,O. ETEBO,NIGERIA,GALATASARAY SK
177600,32,20 BEÑAT,SPAIN,ATHLETIC CLUB DE BILBAO
188567,31,P. AUBAMEYANG,GABON,ARSENAL
206113,24,S. GNABRY,GERMANY,FC BAYERN MÜNCHEN
205988,24,L. SHAW,ENGLAND,MANCHESTER UNITED
173208,33,D. CRISCITO,ITALY,GENOA
220697,23,J. MADDISON,ENGLAND,LEICESTER CITY
201454,29,F. GHOULAM,ALGERIA,NAPOLI
215108,31,J. BUFFARINI,ARGENTINA,BOCA JUNIORS
233419,23,RAPHINHA,BRAZIL,STADE RENNAIS FC
192679,30,ESCUDERO,SPAIN,SEVILLA FC
199792,30,A. CHRISTIANSEN,DENMARK,MALMÖ FF
190483,29,DOUGLAS COSTA,BRAZIL,JUVENTUS
207494,27,J. LINGARD,ENGLAND,MANCHESTER UNITED
213648,24,P. HØJBJERG,DENMARK,TOTTENHAM HOTSPUR
188042,32,M. SUÁREZ,ARGENTINA,RIVER PLATE
202934,26,20 O. ONAZI,NIGERIA,DENIZLISPOR
195272,28,M. FARAONI,ITALY,HELLAS VERONA
230666,23,GABRIEL JESUS,BRAZIL,MANCHESTER CITY
223198,26,A. ADNAN,IRAQ,VANCOUVER WHITECAPS FC
205995,26,J. WILLEMS,NETHERLANDS,EINTRACHT FRANKFURT
219681,26,J. AMAVI,FRANCE,OLYMPIQUE DE MARSEILLE
211147,24,V. LAZARO,AUSTRIA,BORUSSIA MÖNCHENGLADBACH
209781,33,P. CAPELLE,FRANCE,ANGERS SCO
186992,31,J. DUEÑAS,MEXICO,TIGRES U.A.N.L.
234153,23,CARLOS SOLER,SPAIN,VALENCIA CF
158626,34,M. DEBUCHY,FRANCE,AS SAINT-ÉTIENNE
198657,27,J. SVENSSON,NORWAY,AZ ALKMAAR
202282,28,S. ARMSTRONG,SCOTLAND,SOUTHAMPTON
208093,28,GERARD MORENO,SPAIN,VILLARREAL CF
254909,21,O. DORLEY,LIBERIA,SK SLAVIA PRAHA
230347,20,WELINGTON DANO,BRAZIL,
179846,33,S. KHEDIRA,GERMANY,JUVENTUS
203627,28,18 JOÃOZINHO,BRAZIL,FC KRASNODAR
204399,32,E. ZAHAVI,ISRAEL,PSV
206304,29,L. MILIVOJEVIĆ,SERBIA,CRYSTAL PALACE
183108,33,N. AMRABAT,MOROCCO,AL NASSR
198031,28,SÉRGIO OLIVEIRA,PORTUGAL,FC PORTO
245324,32,S. LUNA,URUGUAY,
205201,26,O. YOKUŞLU,TURKEY,RC CELTA
204612,25,O. SELNÆS,NORWAY,SHENZHEN FC
229261,23,D. ZAKARIA,SWITZERLAND,BORUSSIA MÖNCHENGLADBACH
184484,30,G. SIGURÐSSON,ICELAND,EVERTON
201119,30,ISMAILY,BRAZIL,SHAKHTAR DONETSK
176930,33,M. DÍAZ,CHILE,RACING CLUB
211300,24,A. MARTIAL,FRANCE,MANCHESTER UNITED
212811,26,M. LEMINA,GABON,FULHAM
200529,30,N. CHADLI,BELGIUM,MEDIPOL BAŞAKŞEHIR FK
246,37,13 P. SCHOLES,ENGLAND,MANCHESTER UNITED
245308,32,M. NÉREZ,URUGUAY,
230020,27,P. LEES-MELOU,FRANCE,OGC NICE
143076,32,A. GÓMEZ,ARGENTINA,ATALANTA
226754,22,I. BENNACER,ALGERIA,MILAN
192575,29,E. BADU,GHANA,HELLAS VERONA
192789,29,MARIO GASPAR,SPAIN,VILLARREAL CF
205510,32,19 C. SÁNCHEZ,URUGUAY,MONTERREY
212187,26,P. MAX,GERMANY,PSV
231521,21,E. PALACIOS,ARGENTINA,BAYER 04 LEVERKUSEN
232656,22,T. HERNÁNDEZ,FRANCE,MILAN
226456,24,PABLO FORNALS,SPAIN,WEST HAM UNITED
193361,29,R. SORIANO,ITALY,BOLOGNA
178322,32,M. LAYÚN,MEXICO,MONTERREY
167905,33,20 A. VALENCIA,ECUADOR,LDU QUITO
219985,28,M. VECINO,URUGUAY,INTER
179944,33,DAVID LUIZ,BRAZIL,ARSENAL
203483,27,D. KLAASSEN,NETHERLANDS,SV WERDER BREMEN
212213,27,RICARDO ESGAIO,PORTUGAL,SC BRAGA
227928,26,NÉLSON SEMEDO,PORTUGAL,WOLVERHAMPTON WANDERERS
245313,28,J. SILDERO,URUGUAY,
191076,29,J. GUÐMUNDSSON,ICELAND,BURNLEY
194958,29,A. MOOY,AUSTRALIA,
193348,28,X. SHAQIRI,SWITZERLAND,LIVERPOOL
224309,25,JOAN JORDÁN,SPAIN,SEVILLA FC
224254,24,C. PAVÓN,ARGENTINA,LA GALAXY
205600,26,S. UMTITI,FRANCE,FC BARCELONA
187736,28,18 P. MAMAEV,RUSSIA,FC KRASNODAR
216464,25,A. BROWNE,REPUBLIC OF IRELAND,PRESTON NORTH END
192427,31,JÚNIOR CAIÇARA,BRAZIL,MEDIPOL BAŞAKŞEHIR FK
242444,20,JOÃO FÉLIX,PORTUGAL,ATLÉTICO MADRID
227535,23,R. BENTANCUR,URUGUAY,JUVENTUS
216036,30,R. DELGADO,ARGENTINA,CLUB ATLÉTICO COLÓN
175895,31,V. ODJIDJA-OFOE,BELGIUM,KAA GENT
201042,27,D. SIDIBÉ,FRANCE,AS MONACO
210047,28,F. SCHÄR,SWITZERLAND,NEWCASTLE UNITED
192629,32,IAGO ASPAS,SPAIN,RC CELTA
168542,34,DAVID SILVA,SPAIN,REAL SOCIEDAD
210538,30,L. ZUFFI,SWITZERLAND,FC BASEL 1893
216451,28,J. SERI,IVORY COAST,FULHAM
211093,27,C. MCGREGOR,SCOTLAND,CELTIC
163631,34,20 L. BAINES,ENGLAND,EVERTON
202166,26,J. DRAXLER,GERMANY,PARIS SAINT-GERMAIN
