id,idade,nomeJogador,nacionalidade,nomeClube
192638,26,MARCOS ALONSO,SPAIN,CHELSEA
190875,30,J. KUCKA,SLOVAKIA,TRABZONSPOR
187457,32,C. NOBOA,ECUADOR,RUBIN KAZAN
181291,26,G. WIJNALDUM,NETHERLANDS,LIVERPOOL
215914,26,N. KANTÉ,FRANCE,CHELSEA
201942,25,ROBERTO FIRMINO,BRAZIL,LIVERPOOL
158023,30,L. MESSI,ARGENTINA,FC BARCELONA
157960,31,MANUEL FERNANDES,PORTUGAL,LOKOMOTIV MOSCOW
200145,25,CASEMIRO,BRAZIL,REAL MADRID
202371,25,T. MEUNIER,BELGIUM,PARIS SAINT-GERMAIN
187072,28,L. STINDL,GERMANY,BORUSSIA MÖNCHENGLADBACH
184826,28,ADRIEN SILVA,PORTUGAL,LEICESTER CITY
199556,24,M. VERRATTI,ITALY,PARIS SAINT-GERMAIN
179846,30,S. KHEDIRA,GERMANY,JUVENTUS
164082,32,ADRIANO,BRAZIL,BEŞIKTAŞ JK
223848,22,S. MILINKOVIĆ-SAVIĆ,SERBIA,LAZIO
155862,31,SERGIO RAMOS,SPAIN,REAL MADRID
194765,26,A. GRIEZMANN,FRANCE,ATLÉTICO MADRID
164169,31,FILIPE LUÍS,BRAZIL,ATLÉTICO MADRID
172233,30,P. HETEMAJ,FINLAND,CHIEVO VERONA
188545,28,R. LEWANDOWSKI,POLAND,FC BAYERN MÜNCHEN
212886,22,W. CYPRIEN,FRANCE,OGC NICE
183498,32,M. PAROLO,ITALY,LAZIO
196432,31,E. PÉREZ,ARGENTINA,RIVER PLATE
208421,22,SAÚL,SPAIN,ATLÉTICO MADRID
210008,22,A. RABIOT,FRANCE,PARIS SAINT-GERMAIN
172522,28,D. WASS,DENMARK,RC CELTA
193747,25,KOKE,SPAIN,ATLÉTICO MADRID
191202,28,N. MATIĆ,SERBIA,MANCHESTER UNITED
171579,30,RAÚL GARCÍA,SPAIN,ATHLETIC CLUB DE BILBAO
193082,29,J. CUADRADO,COLOMBIA,JUVENTUS
170815,29,S. DEFOUR,BELGIUM,BURNLEY
173771,32,L. PISZCZEK,POLAND,BORUSSIA DORTMUND
208333,23,E. CAN,GERMANY,LIVERPOOL
188086,28,JEFFERSON,BRAZIL,SC BRAGA
189712,27,K. STROOTMAN,NETHERLANDS,ROMA
196934,24,O. ÖZYAKUP,TURKEY,BEŞIKTAŞ JK
199767,24,M. VAN GINKEL,NETHERLANDS,PSV
188350,28,M. REUS,GERMANY,BORUSSIA DORTMUND
178424,30,ANTUNES,PORTUGAL,GETAFE CF
205498,25,JORGINHO,ITALY,NAPOLI
186942,26,I. GÜNDOĞAN,GERMANY,MANCHESTER CITY
183427,27,F. DELPH,ENGLAND,MANCHESTER CITY
138412,31,J. MILNER,ENGLAND,LIVERPOOL
193738,27,Y. BELHANDA,MOROCCO,GALATASARAY SK
177413,28,A. WITSEL,BELGIUM,
152908,31,A. YOUNG,ENGLAND,MANCHESTER UNITED
209331,25,M. SALAH,EGYPT,LIVERPOOL
198710,25,J. RODRÍGUEZ,COLOMBIA,FC BAYERN MÜNCHEN
192883,28,H. MKHITARYAN,ARMENIA,ARSENAL
206545,25,MANU TRIGUEROS,SPAIN,VILLARREAL CF
193283,25,T. DELANEY,DENMARK,SV WERDER BREMEN
199304,25,DANILO,BRAZIL,MANCHESTER CITY
167431,30,G. CASTRO,GERMANY,BORUSSIA DORTMUND
183394,27,M. SISSOKO,FRANCE,TOTTENHAM HOTSPUR
163699,33,S. SESSÈGNON,BENIN,GENÇLERBIRLIĞI SK
188427,31,S. LULIĆ,BOSNIA HERZEGOVINA,LAZIO
178415,29,R. VORMER,NETHERLANDS,CLUB BRUGGE KV
187735,27,A. DZAGOEV,RUSSIA,PFC CSKA MOSCOW
181458,28,I. PERIŠIĆ,CROATIA,INTER
143745,30,A. TURAN,TURKEY,MEDIPOL BAŞAKŞEHIR FK
209499,23,FABINHO,BRAZIL,AS MONACO
201455,24,G. KONDOGBIA,FRANCE,VALENCIA CF
230183,29,GAZZOLISCO,BRAZIL,CRUZEIRO
172962,26,V. MOSES,NIGERIA,CHELSEA
168651,29,I. RAKITIĆ,CROATIA,FC BARCELONA
210243,23,RICARDO PEREIRA,PORTUGAL,FC PORTO
197853,24,S. AURIER,IVORY COAST,TOTTENHAM HOTSPUR
211117,21,D. ALLI,ENGLAND,TOTTENHAM HOTSPUR
197083,29,D. CALIGIURI,ITALY,FC SCHALKE 04
205600,23,S. UMTITI,FRANCE,FC BARCELONA
189513,28,PAREJO,SPAIN,VALENCIA CF
180819,29,A. LALLANA,ENGLAND,LIVERPOOL
184432,27,AZPILICUETA,SPAIN,CHELSEA
171897,30,A. GUARDADO,MEXICO,REAL BETIS
183277,26,E. HAZARD,BELGIUM,CHELSEA
199042,28,C. ARÁNGUIZ,CHILE,BAYER 04 LEVERKUSEN
139313,31,C. FUCHS,AUSTRIA,LEICESTER CITY
199914,26,ALLAN,BRAZIL,NAPOLI
202126,23,H. KANE,ENGLAND,TOTTENHAM HOTSPUR
221000,26,B. NDIAYE,SENEGAL,STOKE CITY
197781,25,ISCO,SPAIN,REAL MADRID
173208,30,D. CRISCITO,ITALY,ZENIT ST. PETERSBURG
186561,26,A. RAMSEY,WALES,ARSENAL
54050,31,W. ROONEY,ENGLAND,DC UNITED
201510,24,L. KURZAWA,FRANCE,PARIS SAINT-GERMAIN
202135,24,S. STURARO,ITALY,JUVENTUS
189251,27,S. RUDY,GERMANY,FC BAYERN MÜNCHEN
158963,31,L. BIGLIA,ARGENTINA,MILAN
146954,33,GABI,SPAIN,ATLÉTICO MADRID
210514,23,JOÃO CANCELO,PORTUGAL,INTER
179944,30,DAVID LUIZ,BRAZIL,CHELSEA
195861,27,Y. RAKITSKYI,UKRAINE,SHAKHTAR DONETSK
203535,22,T. VILHENA,NETHERLANDS,FEYENOORD
207439,23,L. PAREDES,ARGENTINA,ZENIT ST. PETERSBURG
2492,33,ELISEU,PORTUGAL,SL BENFICA
193348,25,X. SHAQIRI,SWITZERLAND,STOKE CITY
179813,30,E. CAVANI,URUGUAY,PARIS SAINT-GERMAIN
184484,27,G. SIGURÐSSON,ICELAND,EVERTON
169595,26,D. ROSE,ENGLAND,TOTTENHAM HOTSPUR
192202,28,BRUNO CÉSAR,BRAZIL,SPORTING CP
230938,20,F. KESSIÉ,IVORY COAST,MILAN
164240,32,THIAGO SILVA,BRAZIL,PARIS SAINT-GERMAIN
189461,25,J. WILSHERE,ENGLAND,ARSENAL
121944,32,B. SCHWEINSTEIGER,GERMANY,CHICAGO FIRE
184999,28,MAURÍCIO,BRAZIL,PAOK
190871,25,NEYMAR,BRAZIL,PARIS SAINT-GERMAIN
192575,26,E. BADU,GHANA,BURSASPOR
181783,31,M. MANDŽUKIĆ,CROATIA,JUVENTUS
182744,33,J. HOLEBAS,GREECE,WATFORD
178562,29,E. BANEGA,ARGENTINA,SEVILLA FC
212523,23,ANDERSON TALISCA,BRAZIL,BEŞIKTAŞ JK
143587,33,F. BELLUSCHI,ARGENTINA,SAN LORENZO DE ALMAGRO
189681,26,RAFAEL,BRAZIL,OLYMPIQUE LYONNAIS
187366,30,D. GLUSHAKOV,RUSSIA,SPARTAK MOSCOW
53302,33,D. DE ROSSI,ITALY,ROMA
184949,31,MARIANO,BRAZIL,GALATASARAY SK
216352,24,M. BROZOVIĆ,CROATIA,INTER
230767,19,RENATO SANCHES,PORTUGAL,SWANSEA CITY
224293,20,RÚBEN NEVES,PORTUGAL,WOLVERHAMPTON WANDERERS
201262,26,V. DARIDA,CZECH REPUBLIC,HERTHA BSC
193361,26,R. SORIANO,ITALY,VILLARREAL CF
202166,23,J. DRAXLER,GERMANY,PARIS SAINT-GERMAIN
178007,31,MIGUEL VELOSO,PORTUGAL,GENOA
177600,30,BEÑAT,SPAIN,ATHLETIC CLUB DE BILBAO
183898,29,A. DI MARÍA,ARGENTINA,PARIS SAINT-GERMAIN
190149,28,DE MARCOS,SPAIN,ATHLETIC CLUB DE BILBAO
216393,20,Y. TIELEMANS,BELGIUM,AS MONACO
210035,21,GRIMALDO,SPAIN,SL BENFICA
201118,25,CÉDRIC,PORTUGAL,SOUTHAMPTON
199564,25,SERGI ROBERTO,SPAIN,FC BARCELONA
176266,30,LUCAS LEIVA,BRAZIL,LAZIO
230337,29,ANDESON TRIGO,BRAZIL,CLUB ATHLETICO PARANAENSE
184200,28,M. ARNAUTOVIĆ,AUSTRIA,WEST HAM UNITED
225663,21,A. GOLOVIN,RUSSIA,PFC CSKA MOSCOW
138699,31,B. DŽEMAILI,SWITZERLAND,BOLOGNA
205407,25,D. BASELLI,ITALY,TORINO
171688,29,FÁBIO COENTRÃO,PORTUGAL,SPORTING CP
192789,26,MARIO GASPAR,SPAIN,VILLARREAL CF
198784,23,A. OXLADE-CHAMBERLAIN,ENGLAND,LIVERPOOL
190460,25,C. ERIKSEN,DENMARK,TOTTENHAM HOTSPUR
188942,26,V. WANYAMA,KENYA,TOTTENHAM HOTSPUR
176571,27,A. AYEW,GHANA,SWANSEA CITY
201519,24,J. VERETOUT,FRANCE,FIORENTINA
187492,30,D. KOMBAROV,RUSSIA,SPARTAK MOSCOW
189595,27,M. EKICI,TURKEY,FENERBAHÇE SK
172871,30,J. VERTONGHEN,BELGIUM,TOTTENHAM HOTSPUR
178160,30,T. MANGANI,FRANCE,ANGERS SCO
153079,29,S. AGÜERO,ARGENTINA,MANCHESTER CITY
193525,26,MÁRIO FERNANDES,RUSSIA,PFC CSKA MOSCOW
211575,23,ANDRÉ GOMES,PORTUGAL,FC BARCELONA
191210,26,S. CORCHIA,FRANCE,SEVILLA FC
190765,26,P. GROSS,GERMANY,BRIGHTON & HOVE ALBION
211110,23,P. DYBALA,ARGENTINA,JUVENTUS
202087,23,J. GEIS,GERMANY,SEVILLA FC
201884,25,R. BRADY,REPUBLIC OF IRELAND,BURNLEY
190584,27,ILLARRAMENDI,SPAIN,REAL SOCIEDAD
216150,25,D. ZAPPACOSTA,ITALY,CHELSEA
201454,26,F. GHOULAM,ALGERIA,NAPOLI
205070,25,PORTU,SPAIN,GIRONA FC
205995,23,J. WILLEMS,NETHERLANDS,EINTRACHT FRANKFURT
201042,24,D. SIDIBÉ,FRANCE,AS MONACO
193886,27,D. DIDAVI,GERMANY,VFL WOLFSBURG
162895,30,CESC FÀBREGAS,SPAIN,CHELSEA
203483,24,D. KLAASSEN,NETHERLANDS,EVERTON
189596,27,T. MÜLLER,GERMANY,FC BAYERN MÜNCHEN
155887,29,M. BRADLEY,UNITED STATES,TORONTO FC
186345,26,K. TRIPPIER,ENGLAND,TOTTENHAM HOTSPUR
198648,29,B. NATCHO,ISRAEL,PFC CSKA MOSCOW
221695,21,G. DONSAH,GHANA,BOLOGNA
186351,27,L. FER,NETHERLANDS,SWANSEA CITY
213874,25,THIAGO MENDES,BRAZIL,LOSC LILLE
183108,30,N. AMRABAT,MOROCCO,CD LEGANÉS
193337,26,J. OBI,NIGERIA,TORINO
216594,23,N. FEKIR,FRANCE,OLYMPIQUE LYONNAIS
207410,23,M. KOVAČIĆ,CROATIA,REAL MADRID
212811,23,M. LEMINA,GABON,SOUTHAMPTON
208830,30,J. VARDY,ENGLAND,LEICESTER CITY
20289,34,Y. TOURÉ,IVORY COAST,MANCHESTER CITY
205201,23,O. YOKUŞLU,TURKEY,TRABZONSPOR
190761,26,T. ARSLAN,GERMANY,BEŞIKTAŞ JK
201400,24,RAFINHA,BRAZIL,INTER
199823,24,CAMPAÑA,SPAIN,LEVANTE UD
216189,25,CAPA,SPAIN,SD EIBAR
189043,28,D. BROSINSKI,GERMANY,1. FSV MAINZ 05
193839,30,RÔMULO,ITALY,HELLAS VERONA
231747,18,K. MBAPPÉ,FRANCE,PARIS SAINT-GERMAIN
235569,20,T. NDOMBELE,FRANCE,OLYMPIQUE LYONNAIS
156519,27,H. HERRERA,MEXICO,FC PORTO
189242,25,COUTINHO,BRAZIL,FC BARCELONA
198760,25,S. TAÏDER,ALGERIA,MONTREAL IMPACT
202642,25,FERNANDO,BRAZIL,SPARTAK MOSCOW
226790,20,O. NDIDI,NIGERIA,LEICESTER CITY
200610,24,K. VOLLAND,GERMANY,BAYER 04 LEVERKUSEN
206591,23,M. WEISER,GERMANY,HERTHA BSC
186132,27,D. DRINKWATER,ENGLAND,CHELSEA
238359,19,WENDEL,BRAZIL,SPORTING CP
224031,24,A. MARUŠIĆ,MONTENEGRO,LAZIO
176930,30,M. DÍAZ,CHILE,U.N.A.M.
150590,33,C. JALLET,FRANCE,OGC NICE
211300,21,A. MARTIAL,FRANCE,MANCHESTER UNITED
189234,27,M. RISSE,GERMANY,1. FC KÖLN
160593,36,T. KALACHEV,BELARUS,FC ROSTOV
212814,24,JOÃO MÁRIO,PORTUGAL,WEST HAM UNITED
9014,33,A. ROBBEN,NETHERLANDS,FC BAYERN MÜNCHEN
146760,32,JUANFRAN,SPAIN,ATLÉTICO MADRID
208128,23,H. ÇALHANOĞLU,TURKEY,MILAN
200478,25,J. HENDRICK,REPUBLIC OF IRELAND,BURNLEY
190799,29,C. BORGES,COSTA RICA,DEPORTIVO DE LA CORUÑA
212213,24,RICARDO ESGAIO,PORTUGAL,SC BRAGA
154950,33,Y. ZHIRKOV,RUSSIA,ZENIT ST. PETERSBURG
190815,27,D. BLIND,NETHERLANDS,MANCHESTER UNITED
225199,21,V. KOZIELLO,FRANCE,1. FC KÖLN
219576,25,R. BATTAGLIA,ARGENTINA,SPORTING CP
188696,28,F. TABANOU,FRANCE,EN AVANT DE GUINGAMP
190059,25,S. ZUBER,SWITZERLAND,TSG 1899 HOFFENHEIM
192557,25,M. PLATTENHARDT,GERMANY,HERTHA BSC
183916,28,J. PIED,FRANCE,SOUTHAMPTON
176376,32,I. PIATTI,ARGENTINA,MONTREAL IMPACT
220245,24,B. ZUNGU,SOUTH AFRICA,AMIENS SC
211688,22,GAYÀ,SPAIN,VALENCIA CF
210538,27,L. ZUFFI,SWITZERLAND,FC BASEL 1893
190717,27,M. ANTONIO,ENGLAND,WEST HAM UNITED
198113,27,M. HÖGER,GERMANY,1. FC KÖLN
211907,29,J. GONDORF,GERMANY,SV WERDER BREMEN
188337,26,M. WAKASO,GHANA,DEPORTIVO ALAVÉS
203627,28,JOÃOZINHO,BRAZIL,FC KRASNODAR
192427,28,JÚNIOR CAIÇARA,BRAZIL,MEDIPOL BAŞAKŞEHIR FK
170797,28,N. ŞAHIN,TURKEY,BORUSSIA DORTMUND
212501,22,L. DENDONCKER,BELGIUM,RSC ANDERLECHT
230360,29,EVERTICINHO,BRAZIL,PALMEIRAS
192841,32,E. GIACCHERINI,ITALY,CHIEVO VERONA
180216,28,S. COLEMAN,REPUBLIC OF IRELAND,EVERTON
186992,28,J. DUEÑAS,MEXICO,TIGRES U.A.N.L.
205569,22,J. WARD-PROWSE,ENGLAND,SOUTHAMPTON
208135,24,A. DOUCOURÉ,FRANCE,WATFORD
158851,33,J. BEAUSEJOUR,CHILE,UNIVERSIDAD DE CHILE
190557,30,G. ZUSI,UNITED STATES,SPORTING KANSAS CITY
191053,29,T. RINCÓN,VENEZUELA,TORINO
173221,30,A. CANDREVA,ITALY,INTER
184942,27,GIULIANO,BRAZIL,FENERBAHÇE SK
206511,23,M. ARNOLD,GERMANY,VFL WOLFSBURG
192587,26,A. IONIŢĂ,MOLDOVA,CAGLIARI
196143,29,D. PABÓN,COLOMBIA,MONTERREY
189506,29,VICTOR SÁNCHEZ,SPAIN,RCD ESPANYOL
208450,21,ANDREAS PEREIRA,BRAZIL,VALENCIA CF
188567,28,P. AUBAMEYANG,GABON,ARSENAL
169706,28,J. CORK,ENGLAND,BURNLEY
192318,25,M. GÖTZE,GERMANY,BORUSSIA DORTMUND
191180,28,J. PASTORE,ARGENTINA,PARIS SAINT-GERMAIN
218868,27,A. SILVA,URUGUAY,MONTREAL IMPACT
178603,28,M. HUMMELS,GERMANY,FC BAYERN MÜNCHEN
201953,27,J. SÁNCHEZ MIÑO,ARGENTINA,INDEPENDIENTE
193061,26,R. PEREYRA,ARGENTINA,WATFORD
202562,24,J. ROUSSILLON,FRANCE,MONTPELLIER HSC
144429,31,O. WENDT,SWEDEN,BORUSSIA MÖNCHENGLADBACH
161956,32,BORJA VALERO,SPAIN,INTER
184716,27,J. ALLEN,WALES,STOKE CITY
143699,32,G. GÖNÜL,TURKEY,BEŞIKTAŞ JK
199633,28,M. LOWTON,ENGLAND,BURNLEY
222492,21,L. SANÉ,GERMANY,MANCHESTER CITY
134744,34,A. HUTCHINSON,CANADA,BEŞIKTAŞ JK
203890,25,S. VRSALJKO,CROATIA,ATLÉTICO MADRID
213296,22,N. BENTALEB,ALGERIA,FC SCHALKE 04
224075,27,ANDRÉ SIMÕES,PORTUGAL,AEK ATHENS
213991,22,J. LERMA,COLOMBIA,LEVANTE UD
80,36,E. BELÖZOĞLU,TURKEY,MEDIPOL BAŞAKŞEHIR FK
199827,30,P. HERNÁNDEZ,CHILE,RC CELTA
186982,28,A. BÜTTNER,NETHERLANDS,VITESSE
205633,28,L. CASTRO,ARGENTINA,CHIEVO VERONA
204102,23,Y. AYOUB,MOROCCO,FC UTRECHT
206467,24,A. PLÉA,FRANCE,OGC NICE
187736,28,P. MAMAEV,RUSSIA,FC KRASNODAR
158626,31,M. DEBUCHY,FRANCE,AS SAINT-ÉTIENNE
180403,28,WILLIAN,BRAZIL,CHELSEA
190674,26,B. ANDRÉ,FRANCE,STADE RENNAIS FC
207494,24,J. LINGARD,ENGLAND,MANCHESTER UNITED
41,33,INIESTA,SPAIN,VISSEL KOBE
191076,26,J. GUÐMUNDSSON,ICELAND,BURNLEY
202828,25,F. VIVIANI,ITALY,SPAL
187754,29,MARLOS,UKRAINE,SHAKHTAR DONETSK
194958,26,A. MOOY,AUSTRALIA,HUDDERSFIELD TOWN
179696,28,E. INSÚA,ARGENTINA,VFB STUTTGART
202061,28,J. KURTIĆ,SLOVENIA,SPAL
173030,29,O. TREJO,ARGENTINA,RAYO VALLECANO
202335,23,E. DIER,ENGLAND,TOTTENHAM HOTSPUR
189423,28,SOUZA,BRAZIL,FENERBAHÇE SK
231677,19,M. RASHFORD,ENGLAND,MANCHESTER UNITED
222558,22,R. KARSDORP,NETHERLANDS,ROMA
187800,29,M. ISLA,CHILE,FENERBAHÇE SK
211748,23,K. DEMIRBAY,GERMANY,TSG 1899 HOFFENHEIM
200104,24,H. SON,KOREA REPUBLIC,TOTTENHAM HOTSPUR
197081,25,A. REGATTIN,MOROCCO,OSMANLISPOR
202934,24,O. ONAZI,NIGERIA,TRABZONSPOR
211354,22,M. BENASSI,ITALY,FIORENTINA
209989,24,T. PARTEY,GHANA,ATLÉTICO MADRID
169195,29,RENATO AUGUSTO,BRAZIL,
208334,27,J. HECTOR,GERMANY,1. FC KÖLN
208722,25,S. MANÉ,SENEGAL,LIVERPOOL
205069,24,BERNAT,SPAIN,FC BAYERN MÜNCHEN
163186,33,G. GILLET,BELGIUM,OLYMPIACOS CFP
188803,29,TAISON,BRAZIL,SHAKHTAR DONETSK
204614,26,MÁRIO RUI,PORTUGAL,NAPOLI
170370,27,J. DOS SANTOS,MEXICO,LA GALAXY
199626,27,ANDRÉ ANDRÉ,PORTUGAL,FC PORTO
214047,26,M. URIBE,COLOMBIA,CLUB AMÉRICA
223959,21,L. TORREIRA,URUGUAY,SAMPDORIA
157217,30,N. CARDOZO,ARGENTINA,RACING CLUB
183346,28,F. FREI,SWITZERLAND,FC BASEL 1893
178487,30,C. GARDNER,ENGLAND,BIRMINGHAM CITY
200458,23,L. DIGNE,FRANCE,FC BARCELONA
203886,26,A. TREBEL,FRANCE,RSC ANDERLECHT
192629,29,IAGO ASPAS,SPAIN,RC CELTA
219681,23,J. AMAVI,FRANCE,OLYMPIQUE DE MARSEILLE
198133,25,L. BACUNA,CURACAO,READING
183574,29,M. KRUSE,GERMANY,SV WERDER BREMEN
173306,30,C. ANSALDI,ARGENTINA,TORINO
192679,27,ESCUDERO,SPAIN,SEVILLA FC
177553,31,VIEIRINHA,PORTUGAL,PAOK
209781,30,P. CAPELLE,FRANCE,ANGERS SCO
204539,27,L. ADVÍNCULA,PERU,LOBOS BUAP
230251,29,MELVIN PARRELA,BRAZIL,CORITIBA
190483,26,DOUGLAS COSTA,BRAZIL,JUVENTUS
193301,26,A. LACAZETTE,FRANCE,ARSENAL
234153,20,CARLOS SOLER,SPAIN,VALENCIA CF
175943,30,D. MERTENS,BELGIUM,NAPOLI
149184,35,C. MAGGIO,ITALY,NAPOLI
190456,26,N. CLYNE,ENGLAND,LIVERPOOL
183256,26,H. SAIVET,SENEGAL,SIVASSPOR
170368,25,E. LAMELA,ARGENTINA,TOTTENHAM HOTSPUR
193158,25,D. PRÖPPER,NETHERLANDS,BRIGHTON & HOVE ALBION
204923,23,M. SABITZER,AUSTRIA,RB LEIPZIG
189560,29,IBORRA,SPAIN,LEICESTER CITY
161805,32,V. BEHRAMI,SWITZERLAND,UDINESE
207537,22,J. LUKAKU,BELGIUM,LAZIO
191269,27,S. AL FARAJ,SAUDI ARABIA,AL HILAL
203505,23,J. BRYAN,ENGLAND,BRISTOL CITY
200949,24,LUCAS,BRAZIL,TOTTENHAM HOTSPUR
189615,27,A. CRESSWELL,ENGLAND,WEST HAM UNITED
147782,33,I. DENISOV,RUSSIA,LOKOMOTIV MOSCOW
215108,28,J. BUFFARINI,ARGENTINA,BOCA JUNIORS
188135,28,JUANFRAN,SPAIN,DEPORTIVO DE LA CORUÑA
199601,24,M. ÇAĞIRAN,TURKEY,OSMANLISPOR
150516,32,L. PODOLSKI,GERMANY,VISSEL KOBE
108080,33,S. LICHTSTEINER,SWITZERLAND,JUVENTUS
194644,26,MONTOYA,SPAIN,VALENCIA CF
188556,30,M. DIAMÉ,SENEGAL,NEWCASTLE UNITED
189165,25,J. SHELVEY,ENGLAND,NEWCASTLE UNITED
212541,30,L. VANGIONI,ARGENTINA,MONTERREY
189511,28,SERGIO BUSQUETS,SPAIN,FC BARCELONA
223058,24,D. KUZYAEV,RUSSIA,ZENIT ST. PETERSBURG
177358,27,M. SCHNEIDERLIN,FRANCE,EVERTON
220971,22,N. KEÏTA,GUINEA,RB LEIPZIG
226271,21,FABIÁN,SPAIN,REAL BETIS
223017,25,O. ŞAHINER,TURKEY,ATIKER KONYASPOR
147621,32,A. SAMEDOV,RUSSIA,SPARTAK MOSCOW
201043,26,B. DEJAEGERE,BELGIUM,KAA GENT
201995,24,FELIPE ANDERSON,BRAZIL,LAZIO
204691,27,M. PEREYRA,URUGUAY,FC KRASNODAR
175896,30,S. SIANI,CAMEROON,ROYAL ANTWERP FC
177457,28,L. BENDER,GERMANY,BAYER 04 LEVERKUSEN
158942,31,LÉO MATOS,BRAZIL,PAOK
213160,23,R. ZOBNIN,RUSSIA,SPARTAK MOSCOW
208618,26,LUCAS VÁZQUEZ,SPAIN,REAL MADRID
207984,22,A. GONZÁLEZ,MEXICO,MONTERREY
210665,25,M. HALSTENBERG,GERMANY,RB LEIPZIG
183512,27,YURI BERCHICHE,SPAIN,PARIS SAINT-GERMAIN
192242,28,P. LASNE,FRANCE,MONTPELLIER HSC
190972,26,E. SALVIO,ARGENTINA,SL BENFICA
162329,32,K. EL AHMADI,MOROCCO,FEYENOORD
187347,28,I. SMOLNIKOV,RUSSIA,ZENIT ST. PETERSBURG
205923,24,B. DAVIES,WALES,TOTTENHAM HOTSPUR
184087,28,T. ALDERWEIRELD,BELGIUM,TOTTENHAM HOTSPUR
192073,26,A. BERTOLACCI,ITALY,GENOA
204963,25,CARVAJAL,SPAIN,REAL MADRID
159240,34,M. KROHN-DEHLI,DENMARK,DEPORTIVO DE LA CORUÑA
227928,23,NÉLSON SEMEDO,PORTUGAL,FC BARCELONA
182152,28,KOO JA CHEOL,KOREA REPUBLIC,FC AUGSBURG
205566,24,ALBERTO MORENO,SPAIN,LIVERPOOL
188155,27,D. JANMAAT,NETHERLANDS,WATFORD
168883,32,T. AL JASSAM,SAUDI ARABIA,AL AHLI
208670,24,H. ZIYECH,MOROCCO,AJAX
184575,28,R. ALESSANDRINI,FRANCE,LA GALAXY
184271,27,Y. SANKHARÉ,SENEGAL,FC GIRONDINS DE BORDEAUX
230363,25,PAULO MESQUEIRA,BRAZIL,CHAPECOENSE
210406,23,P. ZIELIŃSKI,POLAND,NAPOLI
160043,25,A. CANDELO,CHILE,CD EVERTON DE VIÑA DEL MAR
202493,27,ALEIX VIDAL,SPAIN,FC BARCELONA
223517,21,DANILO,BRAZIL,SC BRAGA
193474,27,I. GUEYE,SENEGAL,EVERTON
172517,29,M. JENSEN,DENMARK,ROSENBORG BK
