id,idade,nomeJogador,nacionalidade,nomeClube
209989,28,T. PARTEY,GHANA,ARSENAL
235008,24,L. ROBERTONE,ARGENTINA,UNIÓN DEPORTIVA ALMERÍA
253727,24,L. PROVOD,CZECH REPUBLIC,SK SLAVIA PRAHA
251573,23,RENAN LODI,BRAZIL,ATLÉTICO DE MADRID
206511,27,M. ARNOLD,GERMANY,VFL WOLFSBURG
167305,31,17 J. VARGAS,PERU,REAL BETIS BALOMPIÉ
226754,23,I. BENNACER,ALGERIA,AC MILAN
178562,33,E. BANEGA,ARGENTINA,AL SHABAB
156519,31,H. HERRERA,MEXICO,ATLÉTICO DE MADRID
176676,33,MARCELO,BRAZIL,REAL MADRID CF
238744,22,W. MCKENNIE,UNITED STATES,JUVENTUS
213565,25,T. LEMAR,FRANCE,ATLÉTICO DE MADRID
181458,32,I. PERIŠIĆ,CROATIA,INTER
230658,24,ARTHUR,BRAZIL,JUVENTUS
13743,36,17 S. GERRARD,ENGLAND,LA GALAXY
216189,29,CAPA,SPAIN,ATHLETIC CLUB DE BILBAO
247030,27,P. ŠEVČÍK,CZECH REPUBLIC,SK SLAVIA PRAHA
188152,29,OSCAR,BRAZIL,SHANGHAI PORT FC
182521,31,T. KROOS,GERMANY,REAL MADRID CF
228618,26,F. MENDY,FRANCE,REAL MADRID CF
191043,30,ALEX SANDRO,BRAZIL,JUVENTUS
224458,24,DIOGO JOTA,PORTUGAL,LIVERPOOL
187072,32,L. STINDL,GERMANY,BORUSSIA MÖNCHENGLADBACH
180206,31,M. PJANIĆ,BOSNIA AND HERZEGOVINA,BEŞIKTAŞ JK
195479,29,J. TAVERNIER,ENGLAND,RANGERS FC
227813,24,O. ZINCHENKO,UKRAINE,MANCHESTER CITY
197965,31,PIZZI,PORTUGAL,SL BENFICA
121939,32,17 P. LAHM,GERMANY,FC BAYERN MÜNCHEN
192883,32,H. MKHITARYAN,ARMENIA,ROMA
231677,23,M. RASHFORD,ENGLAND,MANCHESTER UNITED
231478,23,L. MARTÍNEZ,ARGENTINA,INTER
200104,28,H. SON,KOREA REPUBLIC,TOTTENHAM HOTSPUR
221363,24,D. VAN DE BEEK,NETHERLANDS,MANCHESTER UNITED
240679,23,T. KOOPMEINERS,NETHERLANDS,ATALANTA
138412,35,J. MILNER,ENGLAND,LIVERPOOL
164169,32,19 FILIPE LUÍS,BRAZIL,ATLÉTICO DE MADRID
198031,29,SÉRGIO OLIVEIRA,PORTUGAL,FC PORTO
225663,25,A. GOLOVIN,RUSSIA,AS MONACO
173474,33,Z. JUNUZOVIĆ,AUSTRIA,FC RED BULL SALZBURG
203535,24,20 T. VILHENA,NETHERLANDS,
171877,33,M. HAMŠÍK,SLOVAKIA,TRABZONSPOR
205569,26,J. WARD-PROWSE,ENGLAND,SOUTHAMPTON
199042,32,C. ARÁNGUIZ,CHILE,BAYER 04 LEVERKUSEN
191740,31,ANDER HERRERA,SPAIN,PARIS SAINT-GERMAIN
135507,36,FERNANDINHO,BRAZIL,MANCHESTER CITY
214047,30,M. URIBE,COLOMBIA,FC PORTO
189125,31,G. BONAVENTURA,ITALY,FIORENTINA
201455,28,G. KONDOGBIA,CENTRAL AFRICAN REPUBLIC,ATLÉTICO DE MADRID
208618,30,LUCAS VÁZQUEZ,SPAIN,REAL MADRID CF
139843,31,16 MICHEL BASTOS,BRAZIL,SÃO PAULO
225375,24,K. LAIMER,AUSTRIA,RB LEIPZIG
135455,33,16 MAICON,BRAZIL,ROMA
189596,31,T. MÜLLER,GERMANY,FC BAYERN MÜNCHEN
177635,30,17 B. TRÉMOULINAS,FRANCE,SEVILLA FC
210008,26,A. RABIOT,FRANCE,JUVENTUS
148224,32,16 RAÚL MEIRELES,PORTUGAL,FENERBAHÇE SK
208830,34,J. VARDY,ENGLAND,LEICESTER CITY
190875,34,J. KUCKA,SLOVAKIA,WATFORD
211110,27,P. DYBALA,ARGENTINA,JUVENTUS
205686,29,T. SAVANIER,FRANCE,MONTPELLIER HÉRAULT SC
199823,28,CAMPAÑA,SPAIN,LEVANTE UNIÓN DEPORTIVA
189362,33,21 HULK,BRAZIL,SHANGHAI PORT FC
230256,29,ADRYAN ZONTA,BRAZIL,RB BRAGANTINO
205498,29,JORGINHO,ITALY,CHELSEA
198164,31,JONATHAN VIERA,SPAIN,UNIÓN DEPORTIVA LAS PALMAS
229927,24,GERSON,BRAZIL,OLYMPIQUE DE MARSEILLE
168651,33,I. RAKITIĆ,CROATIA,SEVILLA FC
192638,30,MARCOS ALONSO,SPAIN,CHELSEA
199914,30,ALLAN,BRAZIL,EVERTON
205988,25,L. SHAW,ENGLAND,MANCHESTER UNITED
178415,33,R. VORMER,NETHERLANDS,CLUB BRUGGE KV
146562,35,21 SANTI CAZORLA,SPAIN,
218667,26,BERNARDO SILVA,PORTUGAL,MANCHESTER CITY
171875,32,C. ERKIN,TURKEY,FATIH KARAGÜMRÜK S.K.
199304,29,DANILO,BRAZIL,JUVENTUS
214997,26,A. CORREA,ARGENTINA,ATLÉTICO DE MADRID
232411,23,C. NKUNKU,FRANCE,RB LEIPZIG
188350,32,M. REUS,GERMANY,BORUSSIA DORTMUND
162347,34,JOÃO MOUTINHO,PORTUGAL,WOLVERHAMPTON WANDERERS
197083,33,D. CALIGIURI,ITALY,FC AUGSBURG
200610,28,K. VOLLAND,GERMANY,AS MONACO
214097,27,B. BOURIGEAUD,FRANCE,STADE RENNAIS FC
207410,27,M. KOVAČIĆ,CROATIA,CHELSEA
205069,28,JUAN BERNAT,SPAIN,PARIS SAINT-GERMAIN
231943,24,RICHARLISON,BRAZIL,EVERTON
203483,28,D. KLAASSEN,NETHERLANDS,AJAX
204963,29,CARVAJAL,SPAIN,REAL MADRID CF
201400,28,RAFINHA,BRAZIL,PARIS SAINT-GERMAIN
237239,25,E. BARDHI,NORTH MACEDONIA,LEVANTE UNIÓN DEPORTIVA
198784,27,A. OXLADE-CHAMBERLAIN,ENGLAND,LIVERPOOL
215071,33,M. CASCO,ARGENTINA,RIVER PLATE
162240,33,M. DEMBÉLÉ,BELGIUM,GUANGZHOU CITY
173030,33,O. TREJO,ARGENTINA,RAYO VALLECANO
222558,26,R. KARSDORP,NETHERLANDS,ROMA
190674,30,B. ANDRÉ,FRANCE,LOSC LILLE
184943,31,19 RAMIRES,BRAZIL,JIANGSU FC
216475,33,MORALES,SPAIN,LEVANTE UNIÓN DEPORTIVA
173909,34,K. BOATENG,GHANA,HERTHA BSC
208093,29,GERARD MORENO,SPAIN,VILLARREAL CF
235569,24,T. NDOMBELE,FRANCE,TOTTENHAM HOTSPUR
208461,30,M. DE ROON,NETHERLANDS,ATALANTA
216594,27,N. FEKIR,FRANCE,REAL BETIS BALOMPIÉ
193061,30,R. PEREYRA,ARGENTINA,UDINESE CALCIO
165153,33,K. BENZEMA,FRANCE,REAL MADRID CF
210896,26,M. SANSON,FRANCE,ASTON VILLA
146954,33,18 GABI,SPAIN,ATLÉTICO DE MADRID
212207,28,N. STANCIU,ROMANIA,SK SLAVIA PRAHA
196147,35,G. MORENO,COLOMBIA,SHANGHAI SHENHUA FC
211117,25,D. ALLI,ENGLAND,TOTTENHAM HOTSPUR
234906,23,H. AOUAR,FRANCE,OLYMPIQUE LYONNAIS
210406,27,P. ZIELIŃSKI,POLAND,NAPOLI
190717,31,M. ANTONIO,JAMAICA,WEST HAM UNITED
234396,20,A. DAVIES,CANADA,FC BAYERN MÜNCHEN
226271,25,FABIÁN,SPAIN,NAPOLI
53405,34,17 MAXWELL,BRAZIL,PARIS SAINT-GERMAIN
196432,35,E. PÉREZ,ARGENTINA,RIVER PLATE
195861,28,19 Y. RAKITSKYI,UKRAINE,SHAKHTAR DONETSK
222077,23,M. LOCATELLI,ITALY,JUVENTUS
2492,33,18 ELISEU,PORTUGAL,SL BENFICA
184200,32,M. ARNAUTOVIĆ,AUSTRIA,BOLOGNA
226790,24,W. NDIDI,NIGERIA,LEICESTER CITY
225201,25,ÁLEX BERENGUER,SPAIN,ATHLETIC CLUB DE BILBAO
202652,26,R. STERLING,ENGLAND,MANCHESTER CITY
212187,27,P. MAX,GERMANY,PSV
171897,34,A. GUARDADO,MEXICO,REAL BETIS BALOMPIÉ
217870,27,G. DI LORENZO,ITALY,NAPOLI
208141,27,GABRIEL,BRAZIL,SL BENFICA
237520,24,M. CAMARA,GUINEA,OLYMPIACOS CFP
202884,28,L. SPINAZZOLA,ITALY,ROMA
238359,22,21 WENDEL,BRAZIL,SPORTING CP
236477,23,A. CLAUDE-MAURICE,FRANCE,OGC NICE
236792,26,T. SOUČEK,CZECH REPUBLIC,WEST HAM UNITED
199434,32,D. TADIĆ,SERBIA,AJAX
216036,31,R. DELGADO,ARGENTINA,CLUB ATLÉTICO COLÓN
199451,30,W. BEN YEDDER,FRANCE,AS MONACO
215449,25,R. SKOV,DENMARK,TSG HOFFENHEIM
239231,22,CUCURELLA,SPAIN,BRIGHTON & HOVE ALBION
169051,32,19 F. GUARÍN,COLOMBIA,SHANGHAI SHENHUA FC
210881,26,J. MCGINN,SCOTLAND,ASTON VILLA
195272,29,M. FARAONI,ITALY,HELLAS VERONA
193352,28,R. RODRÍGUEZ,SWITZERLAND,TORINO F.C.
188337,30,M. WAKASO,GHANA,SHENZHEN FC
236480,24,Y. BISSOUMA,MALI,BRIGHTON & HOVE ALBION
203376,29,V. VAN DIJK,NETHERLANDS,LIVERPOOL
192598,31,AI KESEN,CHINA PR,GUANGZHOU FC
234568,22,GEDSON FERNANDES,PORTUGAL,SL BENFICA
10535,34,15 XAVI,SPAIN,FC BARCELONA
211748,27,K. DEMIRBAY,GERMANY,BAYER 04 LEVERKUSEN
237238,24,S. MCTOMINAY,SCOTLAND,MANCHESTER UNITED
193474,31,I. GUEYE,SENEGAL,PARIS SAINT-GERMAIN
203843,33,D. SUÁREZ,URUGUAY,GETAFE CF
188086,29,19 JEFFERSON,BRAZIL,SPORTING CP
219953,29,EMBARBA,SPAIN,RCD ESPANYOL DE BARCELONA
239085,20,E. HAALAND,NORWAY,BORUSSIA DORTMUND
218868,31,A. SILVA,URUGUAY,CLUB OLIMPIA
251116,28,T. HOLEŠ,CZECH REPUBLIC,SK SLAVIA PRAHA
230183,21,GERSON ARMÃO,BRAZIL,INTERNACIONAL
220018,27,A. REBIĆ,CROATIA,AC MILAN
204539,31,L. ADVÍNCULA,PERU,BOCA JUNIORS
215798,24,M. CORNET,CÔTE D'IVOIRE,BURNLEY
227535,24,R. BENTANCUR,URUGUAY,JUVENTUS
233064,22,M. MOUNT,ENGLAND,CHELSEA
230251,21,MELVIN PARRELA,BRAZIL,RB BRAGANTINO
233419,24,RAPHINHA,BRAZIL,LEEDS UNITED
223959,25,L. TORREIRA,URUGUAY,FIORENTINA
238074,21,R. JAMES,ENGLAND,CHELSEA
230481,29,RONALDO CABRAIS,BRAZIL,GRÊMIO
231866,25,RODRI,SPAIN,MANCHESTER CITY
190815,31,D. BLIND,NETHERLANDS,AJAX
211688,26,GAYÀ,SPAIN,VALENCIA CF
190972,30,E. SALVIO,ARGENTINA,BOCA JUNIORS
240709,23,R. BAKU,GERMANY,VFL WOLFSBURG
220673,25,R. TAPIA,PERU,RC CELTA DE VIGO
193525,30,MÁRIO FERNANDES,RUSSIA,PFC CSKA MOSCOW
208450,24,ANDREAS PEREIRA,BRAZIL,MANCHESTER UNITED
244253,23,U. RAČIĆ,SERBIA,VALENCIA CF
240950,23,PEDRO GONÇALVES,PORTUGAL,SPORTING CP
202648,27,SERGI DARDER,SPAIN,RCD ESPANYOL DE BARCELONA
189271,30,F. COQUELIN,FRANCE,VILLARREAL CF
152908,35,A. YOUNG,ENGLAND,ASTON VILLA
231390,24,DIOGO GONÇALVES,PORTUGAL,SL BENFICA
207494,28,J. LINGARD,ENGLAND,MANCHESTER UNITED
241637,21,A. TCHOUAMÉNI,FRANCE,AS MONACO
179813,34,E. CAVANI,URUGUAY,MANCHESTER UNITED
212269,24,R. BAZOER,NETHERLANDS,VITESSE
212501,26,L. DENDONCKER,BELGIUM,WOLVERHAMPTON WANDERERS
202642,28,21 FERNANDO,BRAZIL,BEIJING GUOAN FC
183498,35,21 M. PAROLO,ITALY,LAZIO
193198,29,N. GUDELJ,SERBIA,SEVILLA FC
193361,30,R. SORIANO,ITALY,BOLOGNA
206651,32,ROBERTO TORRES,SPAIN,CA OSASUNA
231318,23,R. PERRAUD,FRANCE,SOUTHAMPTON
221832,26,L. OLAZA,URUGUAY,REAL VALLADOLID CF
204838,30,R. JIMÉNEZ,MEXICO,WOLVERHAMPTON WANDERERS
213648,25,P. HØJBJERG,DENMARK,TOTTENHAM HOTSPUR
212404,27,F. BERNARDESCHI,ITALY,JUVENTUS
198710,29,J. RODRÍGUEZ,COLOMBIA,EVERTON
222665,22,M. ØDEGAARD,NORWAY,ARSENAL
224081,25,K. PHILLIPS,ENGLAND,LEEDS UNITED
247394,21,D. KULUSEVSKI,SWEDEN,JUVENTUS
212886,26,W. CYPRIEN,FRANCE,FC NANTES
170890,34,B. MATUIDI,FRANCE,INTER MIAMI CF
248243,18,E. CAMAVINGA,FRANCE,REAL MADRID CF
221174,28,M. ORŠIĆ,CROATIA,DINAMO ZAGREB
210411,26,OTÁVIO,PORTUGAL,FC PORTO
189177,29,J. FLECK,SCOTLAND,SHEFFIELD UNITED
200949,28,LUCAS MOURA,BRAZIL,TOTTENHAM HOTSPUR
203486,28,T. HAZARD,BELGIUM,BORUSSIA DORTMUND
220697,24,J. MADDISON,ENGLAND,LEICESTER CITY
208418,27,Y. CARRASCO,BELGIUM,ATLÉTICO DE MADRID
208135,28,A. DOUCOURÉ,FRANCE,EVERTON
221000,29,21 B. NDIAYE,SENEGAL,AL AIN
230337,33,ANDESON TRIGO,BRAZIL,FLUMINENSE
188042,33,M. SUÁREZ,ARGENTINA,RIVER PLATE
233029,30,R. ALIENDRO,ARGENTINA,CLUB ATLÉTICO COLÓN
197853,27,S. AURIER,CÔTE D'IVOIRE,TOTTENHAM HOTSPUR
222390,25,UNAI LÓPEZ,SPAIN,RAYO VALLECANO
208670,28,H. ZIYECH,MOROCCO,CHELSEA
242201,26,LUIS MILLA,SPAIN,GRANADA CF
189242,29,COUTINHO,BRAZIL,FC BARCELONA
201262,30,V. DARIDA,CZECH REPUBLIC,HERTHA BSC
212242,26,R. ANDRICH,GERMANY,BAYER 04 LEVERKUSEN
167943,33,20 Y. CABAYE,FRANCE,AS SAINT-ÉTIENNE
208128,27,H. ÇALHANOĞLU,TURKEY,INTER
186832,31,21 K. ASAMOAH,GHANA,CAGLIARI
243231,23,E. MWEPU,ZAMBIA,BRIGHTON & HOVE ALBION
229788,30,RUBÉN ALCARAZ,SPAIN,REAL VALLADOLID CF
53302,35,20 D. DE ROSSI,ITALY,BOCA JUNIORS
223154,26,O. TUFAN,TURKEY,WATFORD
226491,24,K. TIERNEY,SCOTLAND,ARSENAL
223874,26,V. RONGIER,FRANCE,OLYMPIQUE DE MARSEILLE
227508,27,MELERO,SPAIN,LEVANTE UNIÓN DEPORTIVA
49204,29,13 HUGO VIANA,PORTUGAL,SC BRAGA
188427,34,21 S. LULIĆ,BOSNIA AND HERZEGOVINA,LAZIO
241096,21,S. TONALI,ITALY,AC MILAN
186561,30,A. RAMSEY,WALES,JUVENTUS
234457,25,O. ETEBO,NIGERIA,WATFORD
233738,24,ZUBELDIA,SPAIN,REAL SOCIEDAD
192318,29,M. GÖTZE,GERMANY,PSV
135475,33,17 FELIPE MELO,BRAZIL,INTER
172962,30,V. MOSES,NIGERIA,SPARTAK MOSKVA
205343,28,J. AKPA AKPRO,CÔTE D'IVOIRE,LAZIO
202556,27,M. DEPAY,NETHERLANDS,FC BARCELONA
211256,28,N. TAGLIAFICO,ARGENTINA,AJAX
197242,31,G. KRYCHOWIAK,POLAND,
216464,26,A. BROWNE,REPUBLIC OF IRELAND,PRESTON NORTH END
206113,25,S. GNABRY,GERMANY,FC BAYERN MÜNCHEN
230965,25,N. NÁNDEZ,URUGUAY,CAGLIARI
222492,25,L. SANÉ,GERMANY,FC BAYERN MÜNCHEN
215160,27,F. ANGILERI,ARGENTINA,RIVER PLATE
226807,26,C. ROLDAN,UNITED STATES,SEATTLE SOUNDERS FC
229752,24,D. SOW,SWITZERLAND,EINTRACHT FRANKFURT
208808,29,Q. PROMES,NETHERLANDS,SPARTAK MOSKVA
184949,33,20 MARIANO,BRAZIL,GALATASARAY SK
244470,28,V. COUFAL,CZECH REPUBLIC,WEST HAM UNITED
202282,29,S. ARMSTRONG,SCOTLAND,SOUTHAMPTON
184999,32,MAURÍCIO,BRAZIL,PANATHINAIKOS FC
230360,21,EVERTICINHO,BRAZIL,RB BRAGANTINO
167905,34,21 A. VALENCIA,ECUADOR,GALLOS BLANCOS DE QUERÉTARO
176571,30,21 A. AYEW,GHANA,SWANSEA CITY
252371,18,J. BELLINGHAM,ENGLAND,BORUSSIA DORTMUND
229034,26,V. GUZMÁN,MEXICO,PACHUCA
194958,30,A. MOOY,AUSTRALIA,SHANGHAI PORT FC
201982,31,J. SCHMID,FRANCE,SPORT-CLUB FREIBURG
202371,29,T. MEUNIER,BELGIUM,BORUSSIA DORTMUND
1256,37,14 C. SEEDORF,NETHERLANDS,BOTAFOGO
204612,26,O. SELNÆS,NORWAY,HEBEI FC
202166,27,J. DRAXLER,GERMANY,PARIS SAINT-GERMAIN
213874,29,THIAGO MENDES,BRAZIL,OLYMPIQUE LYONNAIS
210665,29,M. HALSTENBERG,GERMANY,RB LEIPZIG
186190,30,P. VAN AANHOLT,NETHERLANDS,GALATASARAY SK
240471,26,F. GORRIARÁN,URUGUAY,SANTOS LAGUNA
204688,30,S. SCHWAB,AUSTRIA,PAOK
207865,27,MARQUINHOS,BRAZIL,PARIS SAINT-GERMAIN
163699,36,21 S. SESSÈGNON,BENIN,GENÇLERBIRLIĞI SK
246104,19,R. GRAVENBERCH,NETHERLANDS,AJAX
193738,31,Y. BELHANDA,MOROCCO,ADANA DEMIRSPOR
20289,35,19 Y. TOURÉ,CÔTE D'IVOIRE,OLYMPIACOS CFP
189575,28,MUNIAIN,SPAIN,ATHLETIC CLUB DE BILBAO
211241,29,RUBÉN PEÑA,SPAIN,VILLARREAL CF
199767,28,M. VAN GINKEL,NETHERLANDS,PSV
170368,29,E. LAMELA,ARGENTINA,SEVILLA FC
193337,30,J. OBI,NIGERIA,US SALERNITANA 1919
218339,25,M. DAHOUD,GERMANY,BORUSSIA DORTMUND
192906,36,L. RODRÍGUEZ,ARGENTINA,GIMNASIA Y ESGRIMA LA PLATA
192629,33,IAGO ASPAS,SPAIN,RC CELTA DE VIGO
187735,31,A. DZAGOEV,RUSSIA,PFC CSKA MOSCOW
215119,27,L. ROMERO,ARGENTINA,CLUB ATLÉTICO INDEPENDIENTE
178424,34,ANTUNES,PORTUGAL,FC PAÇOS DE FERREIRA
189280,31,A. WESTWOOD,ENGLAND,BURNLEY
187492,31,19 D. KOMBAROV,RUSSIA,SPARTAK MOSKVA
199792,31,A. CHRISTIANSEN,DENMARK,MALMÖ FF
199564,29,SERGI ROBERTO,SPAIN,FC BARCELONA
205678,31,E. VIŠĆA,BOSNIA AND HERZEGOVINA,İSTANBUL BAŞAKŞEHIR FK
247028,23,A. KRÁL,CZECH REPUBLIC,WEST HAM UNITED
198657,28,J. SVENSSON,NORWAY,ADANA DEMIRSPOR
179765,32,E. VECCHIO,ARGENTINA,ROSARIO CENTRAL
243576,21,PEDRO PORRO,SPAIN,SPORTING CP
153079,33,S. AGÜERO,ARGENTINA,FC BARCELONA
203627,28,18 JOÃOZINHO,BRAZIL,FC KRASNODAR
230347,21,WELINGTON DANO,BRAZIL,CLUBE ATLÉTICO MINEIRO
197225,32,N. LODEIRO,URUGUAY,SEATTLE SOUNDERS FC
184432,31,AZPILICUETA,SPAIN,CHELSEA
245324,32,21 S. LUNA,URUGUAY,
198648,30,19 B. NATCHO,ISRAEL,OLYMPIACOS CFP
240754,25,Y. ATAL,ALGERIA,OGC NICE
212811,27,M. LEMINA,GABON,OGC NICE
208364,28,CLINTON MATA,ANGOLA,CLUB BRUGGE KV
212213,28,RICARDO ESGAIO,PORTUGAL,SPORTING CP
173208,34,D. CRISCITO,ITALY,GENOA
5099,34,12 G. ZAMBROTTA,ITALY,AC MILAN
189681,29,RAFAEL,BRAZIL,İSTANBUL BAŞAKŞEHIR FK
199416,30,21 IBAI GÓMEZ,SPAIN,ATHLETIC CLUB DE BILBAO
158804,34,16 L. OSMAN,ENGLAND,EVERTON
184941,32,A. SÁNCHEZ,CHILE,INTER
202024,29,R. FREULER,SWITZERLAND,ATALANTA
225646,30,C. MAYADA,URUGUAY,CLUB LIBERTAD
224031,28,A. MARUŠIĆ,MONTENEGRO,LAZIO
214988,27,L. MIRANDA,ARGENTINA,RACING CLUB
192387,31,C. IMMOBILE,ITALY,LAZIO
228302,25,PEDRAZA,SPAIN,VILLARREAL CF
245308,32,21 M. NÉREZ,URUGUAY,
195096,30,FRANSÉRGIO,BRAZIL,FC GIRONDINS DE BORDEAUX
242444,21,JOÃO FÉLIX,PORTUGAL,ATLÉTICO DE MADRID
246,37,13 P. SCHOLES,ENGLAND,MANCHESTER UNITED
202562,28,J. ROUSSILLON,FRANCE,VFL WOLFSBURG
220971,26,N. KEÏTA,GUINEA,LIVERPOOL
192505,28,R. LUKAKU,BELGIUM,CHELSEA
